cba,language,readability,diveristy,accessibility
memorandum-of-agreement-between-member-companies-of-the-printing-trades-group-of-the-fke-and-the-kenya-union-of-printing-publishing-paper-manufacturers-and-allied-workers,en,2.5,3.5,3.0
memorandum-of-agreement-between-optimum-lubricants-limited-and-kenya-petroleum-oil-workers-union,en,4.0,3.25,3.62
collective-bargain-agreement-between-the-nairobi-bus-and-coach-body-builders-group-of-federation-of-kenya-employers-and-kenya-long-distance-truck-drivers-and-allied-workers-union-,en,3.75,3.25,3.5
memorandum-of-agreement-between-blue-post-hotel-and-the-kenya-hotels-and-allied-workers-union,en,3.25,2.75,3.0
collective-bargaining-agreement-between-autoxpress-limited-and-the-kenya-union-of-commercial-food-and-allied-workers-,en,2.75,3.25,3.0
memorandum-of-agreement-between-auto-ancillaries-and-the-amalgamated-union-of-kenya-metal-workers,en,4.0,2.5,3.25
memorandum-of-agreement-between-easy-coach-ltd-and-transport-workers-union-k-,en,3.75,3.0,3.38
memorandum-of-agreement-between-air-connection-limited-and-kenya-shipping-clearing-and-warehouses-workers-union,en,3.25,2.5,2.88
memorandum-of-agreement-between-ol-pejeta-ranching-limited-and-kenya-game-hunting-and-safari-workers-union,en,3.75,3.0,3.38
memorandum-of-agreement-between-pegant-limited-and-kenya-chemical-and-allied-workers-union,en,3.0,3.5,3.25
memorandum-of-agreement-between-laboratory-and-allied-limited-and-kenya-chemical-and-allied-workers-union-,en,3.5,3.75,3.62
memorandum-of-agreement-between-kenpoly-manufacturers-limited-and-the-kenya-chemical-and-allied-workers-union-,en,3.25,3.25,3.25
memorandum-of-agreement-between-the-minor-engineering-group-of-federation-of-kenya-employers-and-kenya-engineering-workers-union,en,3.75,3.0,3.38
association-of-local-government-employers-and-kenya-local-government-workers-union-national-joint-negotiating-council-incorporating-all-local-authorities-in-kenya,en,2.75,3.5,3.12
collective-bargaining-agreement-between-the-motor-trade-and-allied-industries-employers-association-and-the-amalgamated-union-of-kenya-metal-workers-,en,2.75,3.0,2.88
memorandum-of-agreement-between-karen-country-club-and-kenya-union-of-domestic-hotels-educational-institutions-hospitals-and-allied-workers-,en,3.25,3.25,3.25
agreement-between-sameer-africa-limited-and-amalgamated-union-of-kenya-metal-workers,en,3.0,3.0,3.0
collective-bargaining-agreement-between-uchumi-supermarkets-limited-and-the-kenya-union-of-commercial-food-and-allied-workers-in-the-matter-of-wages-and-other-terms-and-conditions-of-employment,en,3.0,3.0,3.0
memorandum-of-agreement-between-m-s-thika-motor-dealers-limited-and-amalgamated-union-of-kenya-metal-workers,en,3.0,3.0,3.0
memorandum-of-agreement-between-super-foam-limited-and-kenya-chemical-and-allied-workers-union-,en,2.5,3.5,3.0
memorandum-of-agreement-between-sumaria-industries-limited-and-kenya-chemical-and-allied-workers-union-workers-,en,2.5,3.25,2.88
memorandum-of-agreement-between-straight-line-enterprises-limited-and-the-tailors-and-textiles-workers-union-,en,3.25,3.0,3.12
memorandum-of-agreement-between-st-christopher-s-schools-and-kenya-union-of-domestic-hotel-educational-institutions-hospitals-and-allied-workers,en,2.75,3.5,3.12
memorandum-of-agreement-between-smart-printers-limited-and-the-kenya-union-of-printing-publishing-paper-manufacturers-and-allied-workers,en,3.75,3.0,3.38
memorandum-of-agreement-between-mount-kenya-game-ranch-ltd-conservancy-and-kenya-game-hunting-and-safaris-workers-union-in-matters-of-terms-and-conditions-of-employment-effective-1st-october-2010-to-30th-september-2012,en,3.0,3.0,3.0
memorandum-of-agreement-between-wildlife-safari-kenya-limited-and-kenya-game-hunting-and-safaris-workers-union-,en,3.0,3.0,3.0
memorandum-of-agreement-between-nationwide-electrical-industries-limited-and-amalgamated-union-of-kenya-metal-workers,en,3.0,3.0,3.0
memorandum-of-agreement-on-terms-and-conditions-of-service-between-ensing-autos-limited-and-kenya-union-of-commercial-food-and-allied-workers,en,3.0,2.75,2.88
memorandum-of-agreement-between-pelican-signs-limited-and-amalgamated-union-of-kenya-metal-workers-,en,3.0,2.75,2.88
medivet-products-limited-and-kenya-chemical-and-allied-workers-union,en,3.25,3.25,3.25
memorandum-of-agreement-between-kenya-seed-company-limited-together-with-deacons-k-limited-allied-industries-and-kenya-union-of-commercial-food-and-allied-workers-k-u-c-f-a-w-,en,2.75,3.25,3.0
memorandum-of-agreement-between-kentainers-limited-and-kenya-chemical-and-allied-workers-union-,en,3.5,3.25,3.38
memorandum-of-agreement-between-fox-theatres-ltd-springfield-properties-ltd-thika-road-properties-ltd-and-queensway-properties-limited-and-the-kenya-union-of-commercial-food-and-allied-workers,en,2.5,3.0,2.75
memorandum-of-agreement-between-deluxe-inks-limited-and-kenya-chemcial-and-allied-workers-union-,en,3.25,3.25,3.25
memorandum-of-agreement-between-dunlop-industries-limited-and-kenya-chemical-and-allied-workers-union,en,3.0,3.25,3.12
collective-bargaining-agreement-on-terms-and-conditions-of-service-for-unionisable-employees-between-communication-workers-union-of-kenya-cowu-k-and-telkom-kenya-limited-,en,2.0,2.75,2.38
collective-bargaining-agreement-between-general-motors-east-africa-ltd-and-amalgamated-union-of-kenya-metal-workers,en,3.0,2.75,2.88
collective-bargaining-agreement-between-alpha-fine-foods-limited-and-kenya-union-of-commercial-food-and-allied-workers,en,2.5,2.75,2.62
2011---kenya---afro-plastics-kenya-ltd,en,3.0,3.0,3.0
estrutura-do-acordo-colectivo-de-trabalho---matanusca-mozambique-lda---2016,pt,4.67,2.5,3.43
acordo-de-empresa-ae-entre-empresa-mo-ambique-celular-mcel-sarl-e-os-trabalhadores-ao-servi-o-desta---2009,pt,5.0,3.0,3.86
acordo-de-empresa-entre-sind-cato-nacional-dos-profissionais-de-estiva-e-of-cios-correlativos-sinpeoc-e-companhia-de-desenvolvimento-do-porto-de-maputo-mpdc---2015,pt,4.67,2.5,3.43
acordo-de-empresa-entre-kempe-engineering-limitada-y-sindicato-nacional-dos-trabalhadores-da-industria-metalurgica---2010,pt,3.67,3.5,3.57
acordo-colectivo-de-empresa--sos--sistema-de-opera-es-e-seguran-a-sarl---2013,pt,5.0,2.5,3.57
acordo-colectivo-de-trabalho-entre-sindicato-nacional-dos-empregados-bancairios-e-as-institui-es-financeiras-da-rep-blica-de-mo-ambique---2010,pt,5.0,2.75,3.71
deposito-do-acordo-colectivo-de-trabalho-de-hotel-monte-carlo,pt,5.0,3.0,3.86
acordo-da-empresa-visa-seguran-a,pt,5.0,2.5,3.57
acordo-de-empresa-do-ramo-de-refrigerantes-da-coca-cola-sabco-mo-s-a-r-l,pt,4.33,2.75,3.43
acordo-de-empresa-entre-empresa-mo-ambicana-de-seguros-sa-e-os-trabalhadores-ao-seu-servi-o,pt,5.0,3.0,3.86
regulamentacao-colectiva-do-trabalho-greif,pt,5.0,2.25,3.43
sample-collective-bargaining-agreement-created-by-wageindicator-foundation--2016-,en,2.0,3.25,2.62
collective-bargaining-contract-between-mcc-limited-and-communication-and-transport-workers-union---2014,en,3.25,3.0,3.12
collective-bargaining-agreement-between-communications-and-transport-workers-union--tanzania-cotwu-t-and-swissport-tanzania-plc---2014,en,2.5,2.75,2.62
collective-agreement-between-tazama-pipelines-limited-and-the-communications-transport-worker-s-union-of-tanzania-cotwu-t-and-the-national-union-of-transport-allied-worker-nutaw-of-zambia---2013,en,2.5,3.25,2.88
collective-bargaining-agreement-between-mofed-tanzania-limited-and-communications-and-transport-workers-union-of-tanzania-cotwu-t---2014,en,2.5,2.75,2.62
mkataba-wa-hali-bora-kati-ya-chama-cha-wafanyakazi-wa-mashambani-na-kilimo-tanzania-tpawu-na-african-plantations-kilimanjaro-limited-apkl---2014,en,2.0,2.75,2.38
mkataba-wa-hiari-wa-hali-bora-za-wafanyakazi-kati-ya-chama-kikuu-cha-ushirika-cha-wakulima-wa-tumbaku-kanda-ya-magharibi-wetcu-ltd-na-chama-cha-wafanyakazi-mashambani-na-kilimo-tanzania-tpawu---2012,en,2.0,2.5,2.25
mkataba-wa-hiari-na-hali-bora-za-kazi-baina-ya-green-resources-limited-grl-tanzania-plantation-and-agricultural-workers-union-tpawu---2016,en,2.0,2.75,2.38
voluntary-agreement-between-kagera-sugar-limited-and-tanzania-plantation-and-agricultural-workers-union-tpawu---2015,en,2.5,2.75,2.62
mkataba-wa-hali-bom-ya-kazi-hifadhi-za-taifa-tanzania-tanapa-na-chodawu---2014,en,1.75,3.25,2.5
collective-bargaining-agreement-between-lsg-sky-chefs-branch-and-the-management-of-lsg-sky-chefs-and-conservation-hotels-domestic-and-social-services-union-chodawu---2014,en,2.5,3.0,2.75
collective-agreement-between-kiliflora-limited-and-tanzania-plantation-and-agricultural-workers-union-tpawu---2015,en,1.75,2.75,2.25
collective-bargaining-agreement-between-tourism-public-relations-services-ltd-tprs-and-conservation-hotels-domestic-social-services-and-consultancy-workers-union-chodawu---2014,en,2.25,2.75,2.5
collective-bargaining-agreement-between-serengeti-baloon-safaris-and-conservation-hotels-domestic-social-services-and-consultancy-workers-union-chodawu---2014,en,2.0,3.25,2.62
collective-bargaining-agreement-including-the-terms-and-conditions-of-service-between-cordura-ltd-and-conservation-hotels-domestic-social-services-consultancy-workers-union-chodawu---2014,en,3.0,2.75,2.88
collective-bargaining-agreement-between-conservation-hotel-domestic-and-allied-workers-union-chodawu-and-the-management-of-asb-tanzania-limited-t-a-hyatt-regency-dar-es-salaam-the-kilimanjaro,en,2.5,3.0,2.75
collective-bargaining-agreement-between-conservation-hotels-domestic-social-services-and-consultancy-workers-union-chodawu-and-southern-sun-dar-es-salaam,en,2.5,3.0,2.75
mkataba-wa-makubaliano-baina-ya-kampuni-ya-reli-tanzania-trl-na-chama-cha-wafanyakazi-wa-reli-tanzania-trawu-,en,2.0,2.5,2.25
mkataba-wa-hiari-wa-hali-bali-bora-kati-mwauwasa-na-tughe-,en,2.75,3.25,3.0
collective-bargaining-agreement-between-mofed-tanzania-company-limited-and-communication-and-transport-worker-s-union-of-tanzania,en,2.5,2.75,2.62
collective-bargaining-agreement-between-east-african-elevator-company-limited-and-communication-and-transport-worker-s-union-of-tanzania,en,2.5,2.75,2.62
mapendekezo-ya-mkataba-wa-hali-bora-baina-ya-tuico-na-mwajiri-nyanza-bottling-co-ltd-tuico-2013,en,2.0,3.0,2.5
mkataba-wa-hali-bora-wa-kazi-baina-ya-tuico-na-said-salim-bakhresa-co-ltd-,en,3.75,3.0,3.38
mkataba-wa-utambuzi-na-hali-bora-za-kazi-baina-ya-chama-cha-mawasiliano-na-uchukuzi-tanzania-cotwu-t-na-kampuni-ya-smb-nyehunge-express,en,2.0,2.75,2.38
voluntary-agreement-between-tanzania-telecommunications-company-limited-and-telecommunications-workers-union-of-tanzania-on-industrial-relations-machinery,en,2.0,3.0,2.5
recognition-agreement-entered-between-strabarg-international-gmbh-the-employer-and-tanzania-mines-energy-construction-and-allied-workers-union-tamico-the-union-,en,2.0,3.25,2.62
collective-bargaining-agreement-between-sbc-tanzania-limited-and-tanzania-union-of-industry-and-commercial-workers-tuico-,en,2.5,2.5,2.5
collective-bargaining-agreement-between-tanzania-mines-energy-costruction-and-allied-workers-union-tamico-and-tanzaniteone-mining-ltd,en,2.25,3.25,2.75
collective-bargaining-agreement-cba-concluded-between-the-tea-association-of-tanzania-tat-and-the-tanzania-plantation-and-agricultural-workers-union-tpawu-,en,2.5,3.0,2.75
the-collective-bargaining-agreement-between-tpc-limited-and-tanzania-social-services-industry-workers-union-tasiwu-,en,2.5,3.5,3.0
collective-bargaining-agreement-2013-between-tanzania-union-of-industrial-and-commercial-workers-field-branch-of-tpcc-and-tanzania-portland-cement-company,en,2.5,3.25,2.88
memorundum-of-agreement-between-conservation-hotel-domestic-and-allied-workers-union-chodawu-lsg-sky-chefs--branch-and-the-management-of-lsg-sky-chefs,en,3.25,2.75,3.0
collective-bargaining-agreement-between-millennium-challenge-corporation-limited-and-communication-and-transport-workers-union-tanzania,en,3.0,3.0,3.0
collective-bargaining-agreement-between-tanzania-mines-energy-construction-and-allied-workers-union-tamico-and-the-management-midwest-minerals-processor-limited,en,2.75,3.0,2.88
collective-bargaining-agreement-between-scania-tanziania-limited-and-tanzania-union-of-industrial-and-commercial-workers-tuico-,en,2.0,3.0,2.5
recognition-and-negotiation-agreement-between-members-of-uganda-flowers-exporters-association-ufea-and-uganda-horticultural-industrial-service-providers-and-allied-workers-union-uhispawu--2017,en,2.0,2.75,2.38
collective-bargaining-agreement-c-b-a-between-dhl-supply-chain-international-limited-and-uganda-beverage-tobacco-allied-workers-union---2015,en,2.5,3.0,2.75
agreement-between-uganda-beverage-tobacco-and-allied-workers-union-ubwatu-and-nile-breweries-u-ltd---2015,en,3.0,2.75,2.88
terms-and-conditions-of-service-agreement-between-national-union-of-clerical-commercial-professional-and-technical-employees-and-uganda-national-cultural-centre---2015,en,2.25,2.75,2.5
collective-bargaining-agreement-between-laico-lake-victoria-hotel-entebbe-and-uganda-hotels-food-tourism-supermarkets-allied-workers-union-hts--union---2016,en,2.0,2.75,2.38
revised-terms-and-conditions-of-service-agreement-between-national-union-of-clerical-commercial-professional-and-technical-employees-and-the-cooper-motor-corporation-u-ltd---2016,en,2.5,3.0,2.75
collective-bargaining-agreement-between-uganda-breweries-ltd-and-uganda-beverages-tobacco-and-allied-workers-union-ubtawu---2014,en,2.5,2.75,2.62
collective-bargaining-agreement-cba-between-signatory-members-of-uganda-flower-exporters-association-and-uganda-horticultural-and-allied-workers-union-uhawu---2010,en,2.0,3.0,2.5
collective-bargaining-agreement-between-rene-industries-limited-and-uganda-chemical-and-petroleum-workers-union-ucpawu---2014,en,2.5,3.0,2.75
collective-bargaining-agreement-cba-on-salaries-and-wages-between-signatory-members-of-uganda-flower-exporters-association-and-uganda-horticultural-and-allied-workers-union-uhawu---2013,en,2.0,3.0,2.5
collective-bargaining-agreement-cba-on-salaries-and-wages-between-signatory-members-of-uganda-flower-exporters-association-and-uganda-horticultural-and-allied-workers-union-uhawu---2011,en,2.0,3.5,2.75
collective-bargaining-agreement-cba-on-salaries-and-wages-between-signatory-members-of-uganda-flower-exporters-association-and-uganda-horticultural-and-allied-workers-union-uhawu---2012,en,2.0,3.5,2.75
memorandum-of-agreement-on-terms-and-conditions-of-service-between-kaweri-coffee-plantation-limited-and-national-union-of-plantation-and-agricultural-workers-uganda-2016-2018,en,2.0,3.0,2.5
uganda-sample-cba-model-created-by-wageindicator-foundation,en,2.25,3.0,2.62
enterprise-level-bargaining-agreement-between-uganda-tea-association-u-t-a-and-nupawu---uganda,en,4.0,3.0,3.5
consultative-meeting-with-the-uganda-national-teachers-union-unatu-executive,en,2.0,4.0,3.0
an-agreement-between-kakira-sugar-limited-and-the-national-union-of-plantation-agricultural-workers-of-uganda-,en,2.5,2.75,2.62
supplementary-agreement-between-tps-uganda-limited-uganda-hotels-food-tourism-and-allied-workers-union-,en,2.0,3.0,2.5
the-republic-of-uganda-collective-bargaining-agreement-between-signatory-members-of-uganda-flower-exporters-association-and-uganda-horticultural-and-allied-workers-union-uhawu-,en,2.25,3.25,2.75
the-republic-of-uganda-collective-bargaining-agreement-between-fresh-handling-ltd-and-the-uganda-horticultural-and-allied-workers-union,en,2.5,2.75,2.62
memorandum-of-agreement-between-sugar-corporation-of-uganda-limited-scoul-and-national-union-of-plantation-and-agriculture-workers-nupawu-,en,3.75,3.5,3.62
memorandum-of-agreement-between-kinyara-sugar-limited-and-national-union-of-plantation-and-agricultural-workers-u-,en,4.0,2.5,3.25
collective-bargaining-agreement-between-tropic-inn-hotel-limited-and-national-union-of-theatrical-domestic-and-general-workers,en,1.75,3.0,2.38
industrial-relations-machinery-2008-memorandum-of-recognition-and-collective-bargaining-agreement-made-between-rift-valley-railways-uganda-ltd-and-uganda-railways-workers-union,en,2.5,2.75,2.62
recognition-agreement-between-government-and-the-uganda-government-and-allied-workers-union,en,2.5,2.75,2.62
addendum-to-the-memorandum-on-terms-and-conditions-of-service-between-kaweri-coffee-plantation-and-national-union-of-plantation-and-agricultural-workers---uganda,en,3.25,3.0,3.12
-memorandum-of-agreement-between-kajjansi-roses-limited-and-national-union-of-plantation-and-agricultural-workers---uganda,en,4.0,3.0,3.5
supplement-bargaining-agreement-between-city-council-of-kampala-and-uganda-public-employees-union---uganda,en,2.5,3.25,2.88
the-collective-bargaining-agreement-between-the-uganda-private-security-association-and-the-amalgamated-transport-and-general-workers-union,en,2.0,3.0,2.5
collective-bargaining-agreement-between-uganda-fish-processors-and-exporters-association-ufpea-and-uganda-fisheries-and-allied-workers-union-ufawu-on-terms-and-conditions-of-employment-for-workers-in-the-fish-factories-in-uganda,en,2.0,3.0,2.5
convention-collective-nationale-interprofessionnelle---30-12-2019,fr,1.33,3.25,2.43
convention-collective-federale-des-industries-alimentaires-1958,fr,4.0,3.25,3.57
convention-collective-f-d-rale-de-l-industrie-des-corps-gras-de-l-afrique-occidentale-fran-aise---1958,fr,2.33,2.75,2.57
convention-collective-federale-des-industries-chimiques-de-l-afrique-occidentale-francaise-1958,fr,1.33,2.75,2.14
convention-collective-du-personnel-des-assemblees-consulaires-de-la-republique-du-senegal-1964,fr,2.0,2.5,2.29
convention-collective-f-d-rale-de-l-industrie-textile-de-l-afrique-occidentale-fran-aise,fr,2.33,3.0,2.71
convention-collective-des-industries-extractives-et-de-la-prospection-miniere-de-la-federation-du-mali,fr,1.33,2.5,2.0
protocole-d-accord-entre-syndicats-et-employeurs-des-entreprises-du-batiment-et-des-travaux-publics,fr,4.0,4.0,4.0
convention-collective-nationale-interprofessionnelle-du-s-n-gal,fr,1.67,3.25,2.57
convention-collective-du-commerce-,fr,1.0,2.5,1.86
les-conditions-de-travail-dans-les-professions-agricoles-et-assimilees,fr,3.33,2.75,3.0
convention-collective-nationale-du-personnel-de-l-enseignement-prive-du-senegal,fr,3.67,3.0,3.29
convention-collective-federale-des-industries-polygraphiques-,fr,2.67,3.0,2.86
convention-collective-des-ouvriers-boulangeries-de-la-delegation-de-dakar-et-dependances-,fr,4.67,2.25,3.29
convention-collective-nationale-des-industries-hotelieres-de-la-republique-du-senegal-,fr,4.0,2.75,3.29
onvention-collective-nationale-professionnelle-des-banques-et-etablissements-financiers-du-senegal-,fr,3.0,2.75,2.86
convention-collective-des-transports-aeriens-,fr,2.67,3.0,2.86
convention-collective-fixant-les-conditions-des-travailleurs-du-cinema-,fr,2.33,2.75,2.57
convention-collective-fixant-les-conditions-des-officiers-et-marins-de-la-marine-marchande-senegalaise,fr,3.67,3.0,3.29
convention-collective-federale-des-auxiliaires-de-transports-de-l-aof,fr,3.0,2.75,2.86
convention-collective-federale-des-industries-de-la-mecanique-generale-de-l-aof,fr,3.67,3.0,3.29
convention-collective-des-entreprises-d-assurances,fr,2.33,2.75,2.57
convention-collective-des-journalistes-et-techniciens-de-la-communication-sociale-du-senegal,fr,1.33,3.0,2.29
convention-collective-professionnelle-des-transports-routiers,fr,2.67,3.0,2.86
accord-d-entreprise-de-la-soci-t-d-exploitation-des-eaux-du-niger-seen-du-17-mai-2007-r-vis-le-12-aout-2015,fr,3.0,2.75,2.86
societ-nigerienne-des-t-l-communications-statut-du-personnel---2013,fr,5.0,2.75,3.71
-accord-d-entreprise-de-la-socie-te-d-exploitation-des-eaux-du-niger-seen-,fr,4.0,2.75,3.29
statut-g-n-ral-de-la-fonction-publique-de-l-etat,fr,2.33,3.0,2.71
statut-autonome-des-personnels-enseignants-chercheurs-et-chercheurs-des-universit-s-publiques,fr,3.0,3.75,3.43
niger---convention-collective-interprofessionnelle,fr,2.0,2.75,2.43
convention-collective-des-banques-etablissements-financiers-du-niger,fr,4.33,3.25,3.71
convention-collective-de-la-solitany-malagasy-solima---1995,fr,3.67,2.75,3.14
convention-collective-de-l-association-m-dicale-inter-entreprises-de-tananarive-2012,fr,4.67,3.0,3.71
convention-d-entreprise-bank-of-africa-madagascar-,fr,1.67,3.25,2.57
convention-collective-regissant-les-rapports-entre-l-ader-et-ses-employes,fr,1.0,2.75,2.0
convention-collective-floreal-madagascar,fr,3.0,2.75,2.86
convention-collective-des-brasseries-star-madagascar,fr,4.0,3.75,3.86
convention-collective-de-la-jiro-sy-rano-eto-madagasikara-jirama-,fr,3.0,3.0,3.0
convention-collective-de-sofitrans-sa,fr,4.33,3.0,3.57
convention-collective-du-corps-des-travailleurs-de-la-societe-de-manutention-des-marchandises-conventionnelles,fr,3.0,2.25,2.57
air-madagascar-convention-collective-generale,fr,4.0,3.0,3.43
convention-collective-sept-port-toamasina,fr,2.67,2.25,2.43
convention-collective-ostie---organisation-sanitaire-tananarivienne-inter-entreprise,fr,4.0,2.75,3.29
convention-collective-p-che-et-froid-oc-an-indien,fr,5.0,3.0,3.86
accord-d-etablissement-entre-le-fonds-de-d-veloppement-du-patrimoine-culturel-fdpc-et-le-personnel-du-fonds---2015,fr,3.67,2.75,3.14
convention-collective-de-travail-applicable-entre-l-association-pour-la-promotion-et-l-appui-au-d-veloppement-de-micro--entreprises-padme-et-son-personnel---2013,fr,3.0,3.0,3.0
accord-d-etablissement-applicable-entre-l-agence-b-ninoise-du-service-universel-des-communications-electroniques-et-de-la-poste-absu-cep-et-les-travailleurs-de-l-absu-cep---2014,fr,1.67,3.0,2.43
accord-d-etablissement-entre-l-agence-beninoise-de-gestion-integr-e-des-espaces-frontaliers-abegief-et-son-personnel---2014,fr,2.0,3.25,2.71
accord-d-etablissement-entre-le-centre-de-formation-pour-l-administration-locale-cefal-et-le-personnel---2012,fr,3.67,3.0,3.29
accord-d-etablissement-entre-l-office-du-baccalaur-at-ob-et-les-d-l-gu-s-du-personnel-de-l-office-du-baccalaur-at---2015,fr,4.33,3.0,3.57
convention-collective-du-travail-entre-le-laboratoire-central-de-contr-le-de-la-securite-sanitaire-des-aliments-lcssa-et-le-personnel-du-laboratoire---2015,fr,3.67,3.0,3.29
accord-d-etablissement-de-la-soci-t-nationale-pour-la-promotion-agricole-sonapra--2012,fr,5.0,3.0,3.86
convention-collective-du-travail-du-sucrerie-de-complant-du-benin-s-a-,fr,2.33,3.0,2.71
convention-collective-de-travail-applicable-au-personnel-de-la-centrale-d-achat-des-medicaments-essentiels-et-consommables-medicaux-came---2011,fr,4.0,3.0,3.43
convention-collective-du-travail-applicable-au-personnel-de-la-cnss,fr,3.0,3.0,3.0
convention-collective-de-travail-portant-reglement-general-et-statuts-du-personnel-du-centre-national-de-securite-routiere,fr,2.67,3.0,2.86
projet-de-loi-portant-statut-general-de-la-fonction-publique,fr,2.67,2.5,2.57
la-convention-collective-applicable-au-personnel-de-la-presse-en-republique-du-benin,fr,3.0,3.25,3.14
arr-te-n-026-mfptra-dc-sgm-dt-srt-du-14-avril-1998-fixant-les-conditions-generales-d-emploi-des-employes-de-maison-en-republique-du-benin,fr,3.67,2.75,3.14
-accord-d-etablissement-scb-lafarge-,fr,3.67,2.0,2.71
convention-collective-du-travail-applicable-au-personnel-de-benin-telecoms-sa,fr,2.67,3.0,2.86
convention-collective-du-travail-de-la-societe-beninoise-d-energie-electrique-s-b-e-e-,fr,3.0,2.25,2.57
convention-collective-du-travail-de-la-poste-du-b-nin-sa,fr,3.0,3.0,3.0
convention-collective-nationale-manutention-portuaire,fr,3.33,2.75,3.0
convention-collective-du-travail-applicable-au-personnel-du-centre-national-hospitalier-universitaire-hubert-koutoukou-maga-cnhu-hkm-,fr,4.67,2.5,3.43
benin---convention-collective-generale-du-travail,fr,3.67,2.75,3.14
cct-applicable-au-personnel-de-l-agence-nationale-de-l-aviation-civile-,fr,3.67,2.5,3.0
accord-collectif-d-etablissement-entre-la-direction-generale-de-la-societe-servair---togo-restauration-aerienne-et-syndicat-des-travailleurs-de-l-aviation-civile-de-le-m-t-o-de-i-asecna-et-de-la-salt-stam---2013,fr,4.0,2.75,3.29
avenant-a-la-convention-collective-relatif-au-deplafonnement-de-la-grille-salariale-de-la-zone-franche-du-togo---2015,fr,5.0,2.25,3.43
loi-n-2016---012-portant-statut-de-l-artiste---2016,fr,1.33,3.0,2.29
decret-no-2015-120-portant-modalit-s-communes-d-application-du-statut-g-n-ral-de-la-fonction-publique-togolaise---2015,fr,3.33,3.0,3.14
convention-collective-des-banques-des-etablissements-financiers-et-des-assurances-du-togo,fr,2.0,3.0,2.57
convention-collective-de-l-industrie-du-petrole-du-togo-2013-,fr,1.33,2.75,2.14
convention-collective-des-compagnies-d-assurances-du-togo,fr,2.0,2.5,2.29
convention-collective-interprofessionnelle-du-togo,fr,3.0,3.0,3.0
convention-collective-des-entreprises-du-batiment-et-des-travaux-publics-du-togo,fr,1.67,3.0,2.43
convention-collective-sectorielle-des-entreprises-pharmaceutiques-du-togo-,fr,3.67,2.75,3.14
convention-collective-de-l-industrie-du-petrole-du-togo,fr,1.67,3.0,2.43
convention-collective-de-l-enseignement-confessionnel-au-togo,fr,3.0,3.0,3.0
convention-collective-du-commerce,fr,2.33,2.75,2.57
convention-collective-de-la-zone-franche-du-togo,fr,1.67,3.0,2.43
convention-collective-des-entreprises-du-transport-routier-du-togo,fr,1.33,2.75,2.14
convention-collective-des-mines-du-togo,fr,2.33,3.0,2.71
convention-collective-mines-et-carrieres,fr,1.0,3.5,2.43
kolektivno-pogodbo-za-tekstilne-obla-ilne-usnjarske-in-usnjarsko-predelovalne-dejavnosti-slovenije---kptoupd-2014,sl,1.0,3.0,2.14
kolektivno-pogodbo-dejavnosti-trgovine-slovenije-2014,sl,1.0,1.0,1.0
kolektivno-pogodbo-premogovni-tva-slovenije1996,sl,2.33,2.0,2.14
slovak-telekom_2019-2020,sk,3.0,2.0,2.43
kolektivno-pogodbo-turisti-no-gostinska-zbornica-slovenije-2013,sl,1.0,1.0,1.0
